output,user_film_watched,user_avg_rating,film_avg_rating,film_total_views,film_total_ratings,film_rate_ratio,film_total_likes,film_like_ratio,film_runtime_min,film_release_year,film_age,film_franchise,user_from_prod_country,user_from_prod_continent,director_avg,director_avg_minus,director_count,actor0_avg,actor1_avg,actor2_avg,actor3_avg,actor4_avg,actor0_avg_minus,actor1_avg_minus,actor2_avg_minus,actor3_avg_minus,actor4_avg_minus,actor0_count,actor1_count,actor2_count,actor3_count,actor4_count,action_avg,adventure_avg,animation_avg,comedy_avg,crime_avg,documentary_avg,drama_avg,family_avg,fantasy_avg,history_avg,horror_avg,music_avg,mystery_avg,romance_avg,science fiction_avg,thriller_avg,tv movie_avg,war_avg,western_avg,action_avg_minus,adventure_avg_minus,animation_avg_minus,comedy_avg_minus,crime_avg_minus,documentary_avg_minus,drama_avg_minus,family_avg_minus,fantasy_avg_minus,history_avg_minus,horror_avg_minus,music_avg_minus,mystery_avg_minus,romance_avg_minus,science fiction_avg_minus,thriller_avg_minus,tv movie_avg_minus,war_avg_minus,western_avg_minus,action_count,adventure_count,animation_count,comedy_count,crime_count,documentary_count,drama_count,family_count,fantasy_count,history_count,horror_count,music_count,mystery_count,romance_count,science fiction_count,thriller_count,tv movie_count,war_count,western_count,1880s,1890s,1900s,1910s,1920s,1930s,1940s,1950s,1960s,1970s,1980s,1990s,2000s,2010s,2020s,01,02,03,04,05,06,07,08,09,10,11,12,None,Africa,Asia,Europe,North America,Oceania,South America,South America (Portuguese)
5.0,520,3.8923076923076922,4.14,647748,357578,0.5520325805714568,222963,0.34421256414531576,111,2003,17,1,0,0,4.5,0.6076923076923078,9,4.25,5.0,5.0,5.0,3.75,0.35769230769230775,1.1076923076923078,1.1076923076923078,1.1076923076923078,-0.14230769230769225,4,1,1,2,2,3.4864864864864864,-1,-1,-1,4.166666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.40582120582120584,-1,-1,-1,0.2743589743589747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-1,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
